idx,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
3632,67000.0,newly repaired,Avan,14,Tsarav Aghbyur St,2,Yerevan,72.0,http://www.myrealty.am/en/item/2856/apartment-for-sale-in-Yerevan,1,panel,10,2.8
3633,67500.0,newly repaired,Center,14,Amiryan St,1,Yerevan,27.0,http://www.myrealty.am/en/item/15400/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,3.0
3634,68000.0,newly repaired,Avan,14,Tsarav Aghbyur St,2,Yerevan,85.0,http://www.myrealty.am/en/item/37672/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,5,2.8
3635,68000.0,zero condition,Center,15,Verin Antarayin,2,Yerevan,68.0,http://www.myrealty.am/en/item/36781/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,3.0
3636,67000.0,good,Arabkir,5,Gyulbenkyan St,3,Yerevan,62.0,http://www.myrealty.am/en/item/32634/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3637,67000.0,newly repaired,Arabkir,5,Gyulbenkyan St,3,Yerevan,62.0,http://www.myrealty.am/en/item/32673/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,5,2.8
3638,67000.0,newly repaired,Qanaqer-Zeytun,5,Lepsus St,3,Yerevan,110.0,http://www.myrealty.am/en/item/32324/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
3639,67000.0,newly repaired,Arabkir,5,Gyulbenkyan St,3,Yerevan,62.0,http://www.myrealty.am/en/item/32690/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3640,67000.0,newly repaired,Malatia-Sebastia,9,Oganov St,4,Yerevan,100.0,http://www.myrealty.am/en/item/30600/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,5,2.8
3641,68000.0,good,Center,9,Tigran Mets Ave,3,Yerevan,61.0,http://www.myrealty.am/en/item/37817/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
3642,67000.0,newly repaired,Qanaqer-Zeytun,5,Lepsus St,4,Yerevan,110.0,http://www.myrealty.am/en/item/32074/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
3643,67000.0,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,60.0,http://www.myrealty.am/en/item/32613/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3644,67000.0,newly repaired,Achapnyak,14,Halabyan St,3,Yerevan,92.0,http://www.myrealty.am/en/item/32223/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,2,2.8
3645,67000.0,good,Arabkir,14,Hakobyan St,3,Yerevan,83.0,http://www.myrealty.am/en/item/32073/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,8,2.8
3646,67000.0,newly repaired,Avan,14,Tsarav Aghbyur St,3,Yerevan,104.0,http://www.myrealty.am/en/item/30312/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,14,3.0
3647,67000.0,newly repaired,Arabkir,3,Azatutyan Ave,2,Yerevan,75.0,http://www.myrealty.am/en/item/29783/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
3648,67000.0,newly repaired,Center,11,Amiryan St,2,Yerevan,45.0,http://www.myrealty.am/en/item/30210/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,3.0
3649,67000.0,newly repaired,Davtashen,10,Mikoyan St,2,Yerevan,79.0,http://www.myrealty.am/en/item/29594/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,2,other,5,3.0
3650,67000.0,good,Center,8,Moskovyan St,1,Yerevan,42.0,http://www.myrealty.am/en/item/27446/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
3651,67000.0,newly repaired,Arabkir,5,Mamikoniants St,3,Yerevan,85.0,http://www.myrealty.am/en/item/34865/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3652,67000.0,good,Arabkir,5,N. Zaryan St,3,Yerevan,86.0,http://www.myrealty.am/en/item/27759/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
3653,67000.0,good,Center,5,Vardanants St,2,Yerevan,64.0,http://www.myrealty.am/en/item/34645/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
3654,67000.0,newly repaired,Arabkir,10,Komitas Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/29279/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,1,2.8
3655,67000.0,newly repaired,Center,10,Koghbatsi St,1,Yerevan,40.0,http://www.myrealty.am/en/item/27131/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
3656,67000.0,newly repaired,Center,9,Koghbatsi St,1,Yerevan,40.0,http://www.myrealty.am/en/item/36592/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,3,2.8
3657,67000.0,newly repaired,Arabkir,9,N. Tigranyan St,3,Yerevan,68.0,http://www.myrealty.am/en/item/25487/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,2,2.8
3658,66000.0,good,Center,10,Tumanyan St,1,Yerevan,56.0,http://www.myrealty.am/en/item/2349/apartment-for-sale-in-Yerevan,1,panel,6,2.8
3659,66000.0,newly repaired,Arabkir,9,A. Khachatrian St,2,Yerevan,66.0,http://www.myrealty.am/en/item/35673/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,2,2.8
3660,66000.0,good,Arabkir,16,Aghbyur Serob St,3,Yerevan,90.0,http://www.myrealty.am/en/item/35037/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,11,2.8
3661,66000.0,newly repaired,Arabkir,9,A. Khachatrian St,2,Yerevan,66.0,http://www.myrealty.am/en/item/35728/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,2,2.8
3662,66000.0,newly repaired,Arabkir,4,Azatutyan Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/34167/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3.0
3663,66500.0,newly repaired,Avan,10,Tsarav Aghbyur St,3,Yerevan,95.0,http://www.myrealty.am/en/item/26178/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,other,7,2.8
3664,66000.0,newly repaired,Arabkir,17,Keri St,3,Yerevan,67.0,http://www.myrealty.am/en/item/33033/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,10,3.0
3665,66000.0,newly repaired,Qanaqer-Zeytun,9,Droi St,3,Yerevan,77.0,http://www.myrealty.am/en/item/30350/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,1,2.8
3666,66000.0,newly repaired,Avan,9,Isahakyan district,4,Yerevan,96.0,http://www.myrealty.am/en/item/31102/4-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,5,2.8
3667,66000.0,newly repaired,Center,5,Baghramyan Ave (Kentron),2,Yerevan,53.0,http://www.myrealty.am/en/item/32914/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.0
3668,66500.0,newly repaired,Shengavit,10,Garegin Nzhdeh Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/37959/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,panel,4,2.8
3669,66500.0,newly repaired,Arabkir,5,V.Papazyan St,2,Yerevan,58.0,http://www.myrealty.am/en/item/30333/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3670,67000.0,newly repaired,Arabkir,5,A. Khachatrian St,3,Yerevan,81.0,http://www.myrealty.am/en/item/38123/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
3671,67000.0,newly repaired,Arabkir,14,Vratsakan St,3,Yerevan,74.0,http://www.myrealty.am/en/item/37318/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,1,2.8
3672,220000.0,newly repaired,Center,9,Pushkin St,4,Yerevan,108.0,http://www.myrealty.am/en/item/26918/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,panel,4,3.0
3673,250000.0,newly repaired,Center,10,Northern Ave,2,Yerevan,100.0,http://www.myrealty.am/en/item/37500/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,2.8
3674,67000.0,newly repaired,Qanaqer-Zeytun,5,Lepsus St,4,Yerevan,110.0,http://www.myrealty.am/en/item/38087/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
3675,67000.0,newly repaired,Davtashen,9,Davtashen 4 district,3,Yerevan,98.0,http://www.myrealty.am/en/item/36503/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,6,2.8
3676,67000.0,newly repaired,Arabkir,5,Komitas Ave,3,Yerevan,78.0,http://www.myrealty.am/en/item/37849/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3677,67000.0,good,Center,5,Khanjyan St,2,Yerevan,72.0,http://www.myrealty.am/en/item/36504/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,2,2.8
3678,67000.0,good,Center,10,NarDos St,2,Yerevan,48.0,http://www.myrealty.am/en/item/36357/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,10,2.8
3679,67000.0,good,Arabkir,5,Mamikoniants St,3,Yerevan,85.0,http://www.myrealty.am/en/item/36985/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
3680,67000.0,good,Center,9,E. Qochar St,3,Yerevan,80.0,http://www.myrealty.am/en/item/35511/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,9,2.8
3681,67000.0,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,65.0,http://www.myrealty.am/en/item/35507/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3682,118000.0,good,Arabkir,11,Hr.Kochar St,3,Yerevan,100.0,http://www.myrealty.am/en/item/37280/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,9,2.8
3683,140000.0,newly repaired,Nor Norq,6,Lvovyan St,4,Yerevan,134.0,http://www.myrealty.am/en/item/26816/4-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,2,monolit,3,3.0
3684,130000.0,good,Center,12,Sayat Nova Ave,3,Yerevan,101.0,http://www.myrealty.am/en/item/37282/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
3685,120000.0,newly repaired,Arabkir,13,Mamikoniants St,3,Yerevan,114.0,http://www.myrealty.am/en/item/34492/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,11,3.0
3686,39000.0,good,Arabkir,5,V.Papazyan St,1,Yerevan,35.0,http://www.myrealty.am/en/item/11068/apartment-for-sale-in-Yerevan,1,stone,1,2.8
3687,88000.0,newly repaired,Arabkir,4,Kievyan St,3,Yerevan,90.0,http://www.myrealty.am/en/item/26228/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
3688,260000.0,newly repaired,Center,12,Amiryan St,3,Yerevan,120.0,http://www.myrealty.am/en/item/37286/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,2.8
3689,75000.0,newly repaired,Avan,14,Tsarav Aghbyur St,2,Yerevan,84.0,http://www.myrealty.am/en/item/26917/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,3,3.0
3690,122000.0,newly repaired,Center,4,Sayat Nova Ave,3,Yerevan,80.0,http://www.myrealty.am/en/item/31879/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
3691,45000.0,good,Davtashen,9,Davtashen 4 district,3,Yerevan,75.0,http://www.myrealty.am/en/item/36150/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,1,2.8
3692,55000.0,newly repaired,Center,14,Argishti St,2,Yerevan,52.0,http://www.myrealty.am/en/item/29148/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,7,3.0
3693,290000.0,newly repaired,Center,4,Teryan St,3,Yerevan,130.0,http://www.myrealty.am/en/item/36489/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
3694,78000.0,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,70.0,http://www.myrealty.am/en/item/29084/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.0
3695,50000.0,newly repaired,Arabkir,5,A. Khachatrian St,2,Yerevan,45.0,http://www.myrealty.am/en/item/37309/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3696,300000.0,newly repaired,Arabkir,11,Komitas Ave,3,Yerevan,140.0,http://www.myrealty.am/en/item/25997/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,10,3.2
3697,36000.0,good,Center,2,Tigran Mets Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/15048/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
3698,66000.0,zero condition,Avan,14,Tsarav Aghbyur St,3,Yerevan,112.0,http://www.myrealty.am/en/item/37301/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,monolit,4,3.0
3699,78000.0,newly repaired,Arabkir,4,Kievyan St,3,Yerevan,80.0,http://www.myrealty.am/en/item/37315/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
3700,95000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,78.0,http://www.myrealty.am/en/item/37321/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
3701,78000.0,newly repaired,Center,5,Bayron St,3,Yerevan,78.0,http://www.myrealty.am/en/item/27939/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
3702,120000.0,newly repaired,Center,11,Tumanyan St,2,Yerevan,64.0,http://www.myrealty.am/en/item/37317/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
3703,78000.0,good,Center,10,M.Khorenatsi St,3,Yerevan,92.0,http://www.myrealty.am/en/item/37916/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,6,2.8
3704,78000.0,zero condition,Center,5,Tpagrichner St,2,Yerevan,70.0,http://www.myrealty.am/en/item/21447/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
3705,78000.0,newly repaired,Arabkir,5,Mamikoniants St,3,Yerevan,85.0,http://www.myrealty.am/en/item/21921/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3706,78000.0,good,Arabkir,5,A. Khachatrian St,4,Yerevan,98.0,http://www.myrealty.am/en/item/23185/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
3707,78000.0,newly repaired,Avan,14,Tsarav Aghbyur St,3,Yerevan,115.0,http://www.myrealty.am/en/item/19828/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,10,3.0
3708,78000.0,newly repaired,Center,4,Khanjyan St,3,Yerevan,76.0,http://www.myrealty.am/en/item/24787/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
3709,78000.0,good,Center,5,Mashtots Ave,2,Yerevan,63.0,http://www.myrealty.am/en/item/19925/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,2.8
3710,78000.0,zero condition,Arabkir,13,Komitas Ave,3,Yerevan,70.0,http://www.myrealty.am/en/item/18563/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,12,2.8
3711,78000.0,newly repaired,Arabkir,9,Komitas Ave,3,Yerevan,90.0,http://www.myrealty.am/en/item/30153/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
3712,78000.0,good,Arabkir,12,Arabkir 19 St,3,Yerevan,91.0,http://www.myrealty.am/en/item/20247/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
3713,78000.0,newly repaired,Arabkir,18,Adonts St,2,Yerevan,67.0,http://www.myrealty.am/en/item/36818/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,14,3.0
3714,78000.0,newly repaired,Arabkir,16,A. Avetisyan St,3,Yerevan,104.0,http://www.myrealty.am/en/item/18351/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,14,2.8
3715,78000.0,newly repaired,Center,22,Tsitsernakaberd Highway,2,Yerevan,60.0,http://www.myrealty.am/en/item/1385/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,9,3.0
3716,78000.0,good,Arabkir,9,Orbeli Yeghbayrner   St,3,Yerevan,97.0,http://www.myrealty.am/en/item/469/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
3717,78000.0,newly repaired,Arabkir,9,Hambardzumyan St,3,Yerevan,97.0,http://www.myrealty.am/en/item/66/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,8,3.0
3718,77900.0,good,Arabkir,5,A. Khachatrian St,3,Yerevan,75.0,http://www.myrealty.am/en/item/28747/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
3719,78000.0,newly repaired,Davtashen,16,Sasna tsrer St,2,Yerevan,40.0,http://www.myrealty.am/en/item/4/apartment-for-sale-in-Yerevan,1,monolit,13,2.8
3720,65000.0,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,80.0,http://www.myrealty.am/en/item/31501/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
3721,65000.0,good,Arabkir,9,Komitas Ave,3,Yerevan,93.0,http://www.myrealty.am/en/item/31033/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,5,2.8
3722,65000.0,newly repaired,Arabkir,5,Sundukyan St,2,Yerevan,50.0,http://www.myrealty.am/en/item/30340/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3723,77700.0,newly repaired,Davtashen,16,Davtashen 1 district,3,Yerevan,96.0,http://www.myrealty.am/en/item/22176/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,6,2.8
3724,65000.0,good,Davtashen,9,Davtashen 1 district,3,Yerevan,80.0,http://www.myrealty.am/en/item/30992/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,5,2.8
3725,65000.0,newly repaired,Arabkir,5,N. Tigranyan St,4,Yerevan,84.0,http://www.myrealty.am/en/item/30774/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
3726,65500.0,newly repaired,Arabkir,9,Komitas Ave,3,Yerevan,78.0,http://www.myrealty.am/en/item/34929/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,3,2.8
3727,65000.0,newly repaired,Avan,13,Tsarav Aghbyur St,2,Yerevan,72.0,http://www.myrealty.am/en/item/30313/2-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,11,3.0
3728,65900.0,zero condition,Center,10,E. Qochar St,3,Yerevan,98.0,http://www.myrealty.am/en/item/36703/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
3729,65700.0,zero condition,Arabkir,5,Baghramyan av(Arabkir),3,Yerevan,86.0,http://www.myrealty.am/en/item/37705/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3730,65000.0,good,Qanaqer-Zeytun,5,Lepsus 1 St,4,Yerevan,110.0,http://www.myrealty.am/en/item/30349/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
3731,66000.0,newly repaired,Arabkir,4,N. Zaryan St,2,Yerevan,70.0,http://www.myrealty.am/en/item/27844/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
3732,66000.0,good,Center,9,Koghbatsi St,2,Yerevan,42.0,http://www.myrealty.am/en/item/23016/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,9,2.8
3733,66000.0,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,78.0,http://www.myrealty.am/en/item/23520/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
3734,66000.0,newly repaired,Arabkir,3,Azatutyan Ave,2,Yerevan,76.0,http://www.myrealty.am/en/item/28805/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
3735,66000.0,newly repaired,Qanaqer-Zeytun,5,Sevak St,4,Yerevan,93.0,http://www.myrealty.am/en/item/27352/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,5,2.8
3736,66000.0,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,77.0,http://www.myrealty.am/en/item/22534/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3.0
3737,66000.0,newly repaired,Center,9,Koghbatsi St,2,Yerevan,47.0,http://www.myrealty.am/en/item/22150/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
3738,66000.0,newly repaired,Center,16,M.Khorenatsi St,3,Yerevan,75.0,http://www.myrealty.am/en/item/20086/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,9,2.8
3739,66000.0,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,77.0,http://www.myrealty.am/en/item/21515/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
3740,66000.0,newly repaired,Arabkir,19,Mamikoniants St,3,Yerevan,61.0,http://www.myrealty.am/en/item/28477/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,4,3.2
3741,66000.0,newly repaired,Center,4,Heratsi St,3,Yerevan,72.0,http://www.myrealty.am/en/item/20480/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
3742,66000.0,newly repaired,Davtashen,10,Petrosyan St,4,Yerevan,108.0,http://www.myrealty.am/en/item/34232/4-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,6,2.8
3743,66000.0,good,Center,12,M.Khorenatsi St,2,Yerevan,51.0,http://www.myrealty.am/en/item/33575/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,12,3.0
3744,66000.0,newly repaired,Arabkir,7,Hr.Kochar St,3,Yerevan,77.0,http://www.myrealty.am/en/item/21293/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
3745,66000.0,newly repaired,Center,5,Baghramyan Ave (Kentron),2,Yerevan,64.0,http://www.myrealty.am/en/item/18902/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
3746,66000.0,good,Arabkir,11,Hr.Kochar St,1,Yerevan,66.0,http://www.myrealty.am/en/item/36141/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,other,7,2.8
3747,80000.0,newly repaired,Center,5,Tigran Mets Ave,3,Yerevan,80.0,http://www.myrealty.am/en/item/27682/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.6
3748,80000.0,newly repaired,Center,4,Pushkin St,3,Yerevan,74.0,http://www.myrealty.am/en/item/33382/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.0
3749,80000.0,zero condition,Center,4,Mashtots Ave,2,Yerevan,65.0,http://www.myrealty.am/en/item/34886/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,4,3.0
3750,80000.0,good,Malatia-Sebastia,9,Raffi St,3,Yerevan,84.0,http://www.myrealty.am/en/item/37135/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,6,2.8
3751,80000.0,good,Center,4,Teryan St,1,Yerevan,42.0,http://www.myrealty.am/en/item/5216/apartment-for-sale-in-Yerevan,1,stone,2,3.2
3752,80000.0,newly repaired,Avan,12,Tsarav Aghbyur St,3,Yerevan,92.0,http://www.myrealty.am/en/item/1633/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,2,other,7,3.0
3753,80000.0,newly repaired,Center,14,Tigran Mets Ave,3,Yerevan,100.0,http://www.myrealty.am/en/item/16971/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,12,2.8
3754,80000.0,newly repaired,Arabkir,9,Mamikoniants St,3,Yerevan,85.0,http://www.myrealty.am/en/item/11817/apartment-for-sale-in-Yerevan,1,panel,7,2.8
3755,80000.0,good,Arabkir,9,Mamikoniants St,3,Yerevan,95.0,http://www.myrealty.am/en/item/1209/apartment-for-sale-in-Yerevan,3,panel,6,3.0
3756,80000.0,zero condition,Center,16,Tsitsernakaberd Highway,3,Yerevan,100.0,http://www.myrealty.am/en/item/2182/apartment-for-sale-in-Yerevan,1,monolit,5,3.0
3757,80000.0,newly repaired,Center,10,NarDos St,3,Yerevan,89.0,http://www.myrealty.am/en/item/38033/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,3,2.8
3758,80000.0,newly repaired,Malatia-Sebastia,9,Gusan Sheram St,4,Yerevan,100.0,http://www.myrealty.am/en/item/37781/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,panel,7,2.8
3759,80000.0,good,Avan,14,Tsarav Aghbyur St,3,Yerevan,100.0,http://www.myrealty.am/en/item/37218/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,2,3.0
3760,80000.0,good,Achapnyak,9,Shinararner St,3,Yerevan,72.0,http://www.myrealty.am/en/item/37509/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,monolit,8,2.8
3761,80000.0,newly repaired,Qanaqer-Zeytun,16,Droi St,2,Yerevan,67.0,http://www.myrealty.am/en/item/7116/apartment-for-sale-in-Yerevan,1,panel,13,2.8
3762,80000.0,good,Avan,10,Tsarav Aghbyur St,3,Yerevan,92.0,http://www.myrealty.am/en/item/37215/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,4,3.0
3763,80000.0,newly repaired,Davtashen,19,Sasna tsrer St,2,Yerevan,65.0,http://www.myrealty.am/en/item/37357/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,11,3.0
3764,80000.0,newly repaired,Center,5,Sayat Nova Ave,2,Yerevan,58.0,http://www.myrealty.am/en/item/36238/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,5,3.2
3765,80000.0,good,Arabkir,4,Komitas Ave,2,Yerevan,70.0,http://www.myrealty.am/en/item/36764/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
3766,80000.0,newly repaired,Arabkir,14,Artsruni St,3,Yerevan,81.0,http://www.myrealty.am/en/item/35783/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,9,2.8
3767,80000.0,newly repaired,Center,4,Hanrapetutyan St,1,Yerevan,48.0,http://www.myrealty.am/en/item/36397/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,2.8
3768,80000.0,newly repaired,Arabkir,10,Komitas Ave,3,Yerevan,82.0,http://www.myrealty.am/en/item/36080/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,1,3.0
3769,80000.0,newly repaired,Arabkir,14,Artsruni St,3,Yerevan,81.0,http://www.myrealty.am/en/item/35691/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
